Peptide_ID,MW,pI,Hydrophobicity_GRAVY,Net_Charge_pH7.4,Cys_Count,Cyclizable,Label
sp|Q8WZA8|GC224_HUMAN,3819.45,7.96,0.231,0.29,1,0,0
sp|Q9P1C3|YN010_HUMAN,5406.51,10.93,0.25,3.32,0,0,0
tr|H0YGF3|H0YGF3_HUMAN,5253.13,9.58,-0.807,3.52,1,0,0
tr|U6BHU6|U6BHU6_HUMAN,5084.67,8.86,-1.211,1.58,2,1,0
tr|A0A5F9ZH76|A0A5F9ZH76_HUMAN,4213.76,4.65,-0.519,-3.69,0,0,0
tr|C9JUP6|C9JUP6_HUMAN,4614.35,8.98,-0.212,1.29,1,0,0
tr|E5RGL4|E5RGL4_HUMAN,5009.64,8.84,-0.5,1.27,2,1,0
tr|Q16444|Q16444_HUMAN,5167.16,8.99,0.251,1.52,1,0,0
tr|Q5THU2|Q5THU2_HUMAN,5370.42,7.72,0.655,0.24,3,1,0
tr|U6BKV7|U6BKV7_HUMAN,5126.76,10.04,-1.404,4.58,2,1,0
tr|A0A3B3ISY8|A0A3B3ISY8_HUMAN,4922.48,4.45,-0.158,-4.68,0,0,0
tr|A2I9Z1|A2I9Z1_HUMAN,5127.7,9.38,-1.396,2.58,2,1,0
tr|B5AKF7|B5AKF7_HUMAN,5161.73,8.63,-1.23,1.25,3,1,0
tr|Q9BXQ0|Q9BXQ0_HUMAN,1640.92,5.99,0.6,-0.49,2,1,0
tr|A0A1B1PFD4|A0A1B1PFD4_HUMAN,5214.78,9.38,-1.383,2.28,2,1,0
tr|U3KPS5|U3KPS5_HUMAN,4190.72,5.81,-0.108,-2.63,1,0,0
tr|U6BI14|U6BI14_HUMAN,5099.64,8.86,-1.373,1.58,2,1,0
tr|B4XAL0|B4XAL0_HUMAN,5170.73,9.83,-1.58,3.58,2,1,0
tr|D5KL87|D5KL87_HUMAN,5186.77,9.83,-1.46,3.58,2,1,0
tr|G3XL83|G3XL83_HUMAN,4958.5,6.04,-0.318,-1.38,0,0,0
tr|X1WI22|X1WI22_HUMAN,5756.73,9.22,0.264,1.31,0,0,0
tr|A0A024RB15|A0A024RB15_HUMAN,3456.32,12.0,-2.648,16.27,0,0,0
tr|A0A087X045|A0A087X045_HUMAN,4774.88,9.33,0.286,6.13,7,1,0
tr|A0A0A7MAK0|A0A0A7MAK0_HUMAN,5914.89,10.28,-0.776,5.52,1,0,0
tr|A0A0G2JNU8|A0A0G2JNU8_HUMAN,5329.92,6.7,-0.833,-0.64,0,0,0
tr|A0A0U1RQC1|A0A0U1RQC1_HUMAN,5136.87,11.51,-0.458,8.27,0,0,0
tr|A0A140G955|A0A140G955_HUMAN,4924.44,5.81,-0.78,-2.37,0,0,0
tr|A0A1C9J7T7|A0A1C9J7T7_HUMAN,5926.87,7.09,-0.245,-0.28,2,1,0
tr|A0A221C5L9|A0A221C5L9_HUMAN,4593.36,4.21,0.852,-1.78,1,0,0
tr|A0A223IA55|A0A223IA55_HUMAN,4922.87,6.72,1.155,-0.46,2,1,0
tr|A0A2H4QWS7|A0A2H4QWS7_HUMAN,5909.93,9.78,-0.59,4.54,2,1,0
tr|A0A2R8YDI9|A0A2R8YDI9_HUMAN,4887.57,5.97,0.225,-1.7,2,1,0
tr|A0A346RV25|A0A346RV25_HUMAN,4282.96,8.05,0.22,0.51,2,1,0
tr|A0A346XLQ1|A0A346XLQ1_HUMAN,4479.97,8.07,-1.138,0.62,2,1,0
tr|A0A346XLR1|A0A346XLR1_HUMAN,3982.47,9.0,-1.065,1.96,2,1,0
tr|A0A386YR42|A0A386YR42_HUMAN,4733.25,8.07,-0.946,0.62,2,1,0
tr|A0A3B6XSH2|A0A3B6XSH2_HUMAN,3927.37,4.23,-0.303,-3.48,1,0,0
tr|A0A494C130|A0A494C130_HUMAN,5585.96,5.69,-1.485,-3.57,0,0,0
tr|A0A7P0T9P1|A0A7P0T9P1_HUMAN,4006.9,8.25,0.821,0.28,0,0,0
tr|A0A7P0TBL5|A0A7P0TBL5_HUMAN,5057.76,5.4,0.093,-2.64,0,0,0
tr|B1Q387|B1Q387_HUMAN,5866.5,5.74,-0.88,-1.41,0,0,0
tr|B2YI97|B2YI97_HUMAN,3865.57,8.4,0.329,0.39,0,0,0
tr|C9JEJ7|C9JEJ7_HUMAN,5077.63,4.3,0.098,-7.72,2,1,0
tr|D2KBA1|D2KBA1_HUMAN,4746.34,7.02,0.271,-0.34,0,0,0
tr|D2Y6W5|D2Y6W5_HUMAN,4698.5,6.75,0.371,-0.41,0,0,0
tr|D2Y6W7|D2Y6W7_HUMAN,4481.24,8.05,0.798,0.5,2,1,0
tr|D2Y6X1|D2Y6X1_HUMAN,4647.6,7.88,0.96,0.35,2,1,0
tr|D2Y6Y2|D2Y6Y2_HUMAN,4463.03,8.16,-0.044,0.53,1,0,0
tr|D2Y6Y3|D2Y6Y3_HUMAN,5032.03,10.02,-1.057,6.58,1,0,0
tr|D3WYY5|D3WYY5_HUMAN,3573.96,4.41,0.048,-2.41,0,0,0
tr|D6RDN3|D6RDN3_HUMAN,4128.64,4.69,-1.259,-3.72,0,0,0
tr|E5RGR5|E5RGR5_HUMAN,5167.07,10.89,-1.038,9.3,0,0,0
tr|F5GXC4|F5GXC4_HUMAN,5081.89,8.93,-0.551,1.25,1,0,0
tr|F8TAD8|F8TAD8_HUMAN,3820.76,6.5,1.306,-0.7,1,0,0
tr|F8W099|F8W099_HUMAN,5132.88,9.52,-0.393,1.31,0,0,0
tr|H0YH96|H0YH96_HUMAN,5957.05,9.7,-0.339,5.56,2,1,0
tr|H0YLJ8|H0YLJ8_HUMAN,5321.17,4.86,0.474,-1.75,1,0,0
tr|H3BU33|H3BU33_HUMAN,5548.55,7.79,-0.233,0.26,2,1,0
tr|L7XCZ9|L7XCZ9_HUMAN,5183.18,8.37,0.986,0.59,0,0,0
tr|Q1HGV1|Q1HGV1_HUMAN,4356.85,5.52,-0.624,-2.37,0,0,0
tr|Q1HGV3|Q1HGV3_HUMAN,4307.78,5.52,-0.684,-2.36,0,0,0
tr|Q1KSG0|Q1KSG0_HUMAN,4765.54,8.79,0.071,1.61,2,1,0
tr|Q6LAJ4|Q6LAJ4_HUMAN,4433.91,6.73,-0.279,-0.47,1,0,0
tr|Q8WXW8|Q8WXW8_HUMAN,3988.65,7.16,0.55,-0.07,0,0,0
tr|Q8WXZ6|Q8WXZ6_HUMAN,5084.91,6.21,0.434,-0.44,0,0,0
tr|Q96BH6|Q96BH6_HUMAN,4737.63,12.0,-1.242,9.31,0,0,0
tr|Q96P37|Q96P37_HUMAN,5238.02,4.19,0.106,-6.39,1,0,0
tr|Q9BZZ3|Q9BZZ3_HUMAN,4564.49,11.44,0.688,4.56,1,0,0
tr|Q9NYD7|Q9NYD7_HUMAN,5864.68,9.8,-1.372,6.29,2,1,0
tr|Q9UHH1|Q9UHH1_HUMAN,4733.6,8.21,0.972,0.6,1,0,0
tr|Q9UL28|Q9UL28_HUMAN,4951.78,9.43,0.128,2.52,1,0,0
tr|S4R3I5|S4R3I5_HUMAN,4646.22,5.45,-0.968,-1.69,0,0,0
tr|U6FIV2|U6FIV2_HUMAN,4570.19,4.97,-0.098,-3.64,0,0,0
tr|A0A0C4L134|A0A0C4L134_HUMAN,4773.43,9.39,-0.458,2.54,2,1,0
tr|A0A0S2Z5D5|A0A0S2Z5D5_HUMAN,5872.86,7.67,0.056,0.22,4,1,0
tr|A0A2D1BLU4|A0A2D1BLU4_HUMAN,5861.85,9.78,-0.633,4.5,2,1,0
tr|A0A2D2AHB4|A0A2D2AHB4_HUMAN,4829.61,4.05,0.83,-3.46,2,1,0
tr|A0A2H4QWT3|A0A2H4QWT3_HUMAN,5887.82,10.16,-0.71,4.53,1,0,0
tr|A0A2H4QWT6|A0A2H4QWT6_HUMAN,5885.85,10.12,-0.82,5.52,1,0,0
tr|A0A2H4QWU1|A0A2H4QWU1_HUMAN,5829.78,10.17,-0.494,4.53,1,0,0
tr|A0A2H4QWU7|A0A2H4QWU7_HUMAN,5900.86,10.28,-0.776,5.52,1,0,0
tr|A0A2H4QWU8|A0A2H4QWU8_HUMAN,5874.84,9.78,-0.69,4.5,2,1,0
tr|A0A2H4ZEW9|A0A2H4ZEW9_HUMAN,4799.63,4.35,1.0,-2.46,2,1,0
tr|A0A346XLS6|A0A346XLS6_HUMAN,3885.36,8.9,-1.048,1.62,2,1,0
tr|A0A346XLT0|A0A346XLT0_HUMAN,4277.81,8.88,-1.084,1.27,2,1,0
tr|A0A494C1B0|A0A494C1B0_HUMAN,3552.18,8.66,0.194,1.28,3,1,0
tr|A0A4D6DDG8|A0A4D6DDG8_HUMAN,5408.36,4.72,0.424,-2.49,2,1,0
tr|A0A6Q8PHL2|A0A6Q8PHL2_HUMAN,5070.13,4.24,1.132,-3.7,1,0,0
tr|A0A8V8TPK8|A0A8V8TPK8_HUMAN,4954.76,11.01,-0.895,6.32,1,0,0
tr|A0AAQ5BGR5|A0AAQ5BGR5_HUMAN,5379.09,4.49,-0.083,-5.72,0,0,0
tr|A2I9Z0|A2I9Z0_HUMAN,3997.56,5.38,-0.044,-1.52,3,1,0
tr|A2IDC9|A2IDC9_HUMAN,4323.07,9.4,-0.241,1.31,0,0,0
tr|A2VCK8|A2VCK8_HUMAN,5052.6,5.02,-1.62,-2.73,0,0,0
tr|A9UHN3|A9UHN3_HUMAN,4759.32,6.28,-0.281,-1.36,1,0,0
tr|B0LVD8|B0LVD8_HUMAN,4845.37,5.78,-0.369,-2.36,1,0,0
tr|B2WTN6|B2WTN6_HUMAN,5735.49,9.52,-0.42,2.58,0,0,0
tr|B2ZAH4|B2ZAH4_HUMAN,4496.1,8.9,-0.818,1.58,2,1,0
tr|C9JNU5|C9JNU5_HUMAN,5205.09,6.47,0.523,-1.59,2,1,0
tr|C9JRE9|C9JRE9_HUMAN,5397.12,4.51,-0.172,-2.72,0,0,0
tr|D2KB99|D2KB99_HUMAN,5086.99,5.43,0.979,-1.76,2,1,0
tr|D2Y6W0|D2Y6W0_HUMAN,4926.15,6.74,1.47,-0.43,1,0,0
tr|D2Y6W1|D2Y6W1_HUMAN,4575.21,4.05,0.902,-3.45,0,0,0
tr|D2Y6W3|D2Y6W3_HUMAN,4802.63,6.17,0.424,-0.47,1,0,0
tr|D3WYY1|D3WYY1_HUMAN,4603.53,9.53,0.534,1.55,0,0,0
tr|D3WYZ3|D3WYZ3_HUMAN,4558.5,9.5,1.13,1.25,1,0,0
tr|D3WYZ5|D3WYZ5_HUMAN,5740.59,5.3,0.686,-1.41,0,0,0
tr|F8WC66|F8WC66_HUMAN,4904.47,9.21,-0.966,2.25,3,1,0
tr|G3FM75|G3FM75_HUMAN,5071.83,6.21,0.202,-0.44,0,0,0
tr|H0Y4S1|H0Y4S1_HUMAN,3829.45,9.4,-0.87,2.3,0,0,0
tr|H0YNM1|H0YNM1_HUMAN,4898.62,5.54,-0.357,-1.68,0,0,0
tr|J3QQT9|J3QQT9_HUMAN,3991.83,11.52,-0.988,9.3,0,0,0
tr|J7FHA1|J7FHA1_HUMAN,4605.42,4.21,0.976,-1.78,1,0,0
tr|Q0PHS6|Q0PHS6_HUMAN,4872.48,6.27,-0.052,-0.47,1,0,0
tr|Q1HGV2|Q1HGV2_HUMAN,4332.87,5.13,-0.435,-2.4,0,0,0
tr|Q71UP1|Q71UP1_HUMAN,4163.68,4.75,-0.557,-3.41,0,0,0
tr|Q8WVW9|Q8WVW9_HUMAN,5256.06,5.73,-0.384,-1.47,1,0,0
tr|Q9BZM0|Q9BZM0_HUMAN,5561.23,4.17,0.18,-3.48,0,0,0
tr|Q9HC12|Q9HC12_HUMAN,4413.02,6.03,-0.324,-1.38,0,0,0
tr|Q9TGM1|Q9TGM1_HUMAN,4556.43,4.43,0.855,-2.1,0,0,0
tr|Q9UK69|Q9UK69_HUMAN,4620.44,6.88,1.054,-0.43,1,0,0
tr|U6A493|U6A493_HUMAN,4522.27,8.2,0.707,0.64,1,0,0
tr|U6FM64|U6FM64_HUMAN,3935.51,4.9,0.046,-2.68,0,0,0
tr|A0A067XLH7|A0A067XLH7_HUMAN,3996.55,7.97,-0.111,0.59,3,1,0
tr|A0A075X8C1|A0A075X8C1_HUMAN,4588.43,4.7,1.098,-4.63,1,0,0
tr|A0A087WVU0|A0A087WVU0_HUMAN,4709.48,11.44,-0.034,3.32,0,0,0
tr|A0A1C9J7T5|A0A1C9J7T5_HUMAN,5752.65,4.86,0.096,-2.37,1,0,0
tr|A0A1I9KGH8|A0A1I9KGH8_HUMAN,3915.75,10.31,-0.232,6.53,2,1,0
tr|A0A1J0Q1F2|A0A1J0Q1F2_HUMAN,5888.17,10.13,-0.12,4.3,0,0,0
tr|A0A221C5S8|A0A221C5S8_HUMAN,4966.9,6.73,1.161,-0.43,1,0,0
tr|A0A2D1BIX4|A0A2D1BIX4_HUMAN,5855.8,10.28,-0.673,5.52,1,0,0
tr|A0A2D1BPV8|A0A2D1BPV8_HUMAN,5901.85,10.5,-0.733,5.53,1,0,0
tr|A0A2H4QWV3|A0A2H4QWV3_HUMAN,5944.91,10.28,-0.827,5.52,1,0,0
tr|A0A343HGX3|A0A343HGX3_HUMAN,4736.72,9.7,0.156,1.31,0,0,0
tr|A0A346XLR9|A0A346XLR9_HUMAN,4364.89,8.89,-1.076,1.31,2,1,0
tr|A0A8F9R5D5|A0A8F9R5D5_HUMAN,4474.42,9.83,1.016,2.59,0,0,0
tr|A7LFK2|A7LFK2_HUMAN,5380.16,9.69,-0.073,1.28,0,0,0
tr|B5BNW8|B5BNW8_HUMAN,4268.69,9.4,-1.349,1.35,0,0,0
tr|B6E948|B6E948_HUMAN,4329.79,5.29,-0.259,-3.38,2,1,0
tr|B8ZZJ4|B8ZZJ4_HUMAN,4249.01,4.14,0.643,-4.74,1,0,0
tr|C9IZZ2|C9IZZ2_HUMAN,5119.5,4.05,-0.851,-10.63,0,0,0
tr|C9J7Q9|C9J7Q9_HUMAN,5487.22,5.36,0.296,-1.71,1,0,0
tr|D2KBA2|D2KBA2_HUMAN,4805.54,4.22,0.314,-4.41,0,0,0
tr|D3WYY2|D3WYY2_HUMAN,4062.88,10.0,0.372,2.2,0,0,0
tr|D3WZ00|D3WZ00_HUMAN,5076.69,4.35,0.544,-2.41,0,0,0
tr|D5KL88|D5KL88_HUMAN,4041.59,5.38,-0.036,-1.49,2,1,0
tr|D6RAE4|D6RAE4_HUMAN,5418.35,4.52,1.006,-2.72,0,0,0
tr|D6RBG1|D6RBG1_HUMAN,4439.16,9.37,-0.032,0.32,0,0,0
tr|D6RBG4|D6RBG4_HUMAN,4820.66,9.16,-0.014,3.18,4,1,0
tr|D6RD92|D6RD92_HUMAN,3086.58,5.17,-0.428,-2.68,0,0,0
tr|E9PQR3|E9PQR3_HUMAN,5642.31,5.43,0.052,-1.71,1,0,0
tr|F5GWH5|F5GWH5_HUMAN,5706.52,4.56,0.31,-4.64,0,0,0
tr|F5GYR1|F5GYR1_HUMAN,4257.01,10.16,0.234,3.27,0,0,0
tr|F5H804|F5H804_HUMAN,5370.09,9.9,-0.67,4.25,1,0,0
tr|G3V542|G3V542_HUMAN,4971.35,4.96,-0.348,-3.64,0,0,0
tr|G3V5T5|G3V5T5_HUMAN,4725.63,9.13,-0.105,3.25,4,1,0
tr|G9G6D7|G9G6D7_HUMAN,4409.0,11.85,-0.486,7.27,0,0,0
tr|H0YJ55|H0YJ55_HUMAN,4743.42,9.52,-0.03,2.49,1,0,0
tr|H3BP89|H3BP89_HUMAN,5445.4,7.89,-0.293,0.28,1,0,0
tr|H3BV27|H3BV27_HUMAN,5671.93,11.05,0.233,7.28,1,0,0
tr|H8ZQ04|H8ZQ04_HUMAN,4952.9,6.72,1.104,-0.46,2,1,0
tr|I3L178|I3L178_HUMAN,4957.56,6.25,-0.174,-0.5,2,1,0
tr|I3L1F9|I3L1F9_HUMAN,3899.47,4.43,0.238,-3.73,2,1,0
tr|J3KSP2|J3KSP2_HUMAN,2559.04,9.99,-0.976,2.28,0,0,0
tr|M0R1V3|M0R1V3_HUMAN,4039.54,11.82,-0.654,2.32,0,0,0
tr|O15433|O15433_HUMAN,4101.75,8.14,0.13,0.52,1,0,0
tr|Q05C82|Q05C82_HUMAN,4581.9,6.53,-0.704,-0.68,0,0,0
tr|Q14783|Q14783_HUMAN,3570.98,9.52,-0.158,1.55,0,0,0
tr|Q16768|Q16768_HUMAN,4894.37,5.0,-0.13,-3.68,0,0,0
tr|Q1HGV0|Q1HGV0_HUMAN,4296.82,5.52,-0.522,-2.39,1,0,0
tr|Q30BY1|Q30BY1_HUMAN,4441.28,6.08,0.879,-0.53,2,1,0
tr|Q3LR71|Q3LR71_HUMAN,4576.29,8.66,0.158,1.52,3,1,0
tr|Q4FEW1|Q4FEW1_HUMAN,3971.48,5.38,-0.192,-1.52,3,1,0
tr|Q53SX4|Q53SX4_HUMAN,4691.46,7.9,0.493,0.25,1,0,0
tr|Q76N55|Q76N55_HUMAN,5125.99,11.72,-1.002,9.25,1,0,0
tr|Q8WYP0|Q8WYP0_HUMAN,4286.13,9.58,-0.179,3.28,1,0,0
tr|Q96DJ6|Q96DJ6_HUMAN,1744.88,5.75,-0.694,-0.72,0,0,0
tr|Q96RK6|Q96RK6_HUMAN,5432.16,4.36,0.324,-2.45,0,0,0
tr|Q9BYF3|Q9BYF3_HUMAN,3834.57,11.52,-1.2,9.58,0,0,0
tr|R4GNJ7|R4GNJ7_HUMAN,5419.14,9.1,-0.467,1.33,1,0,0
tr|V9GYP3|V9GYP3_HUMAN,5109.81,6.55,-0.075,-0.73,2,1,0
tr|A0A077CXZ9|A0A077CXZ9_HUMAN,4965.9,8.05,0.986,0.54,2,1,0
tr|A0A0A0PXU1|A0A0A0PXU1_HUMAN,5287.25,9.3,0.304,1.29,1,0,0
tr|A0A0H3W5E4|A0A0H3W5E4_HUMAN,5391.77,5.05,-0.85,-4.33,0,0,0
tr|A0A0H3W5P1|A0A0H3W5P1_HUMAN,5292.72,4.96,-0.536,-2.43,1,0,0
tr|A0A1C9J7T8|A0A1C9J7T8_HUMAN,5844.75,5.17,-0.076,-2.33,1,0,0
tr|A0A1C9J7U0|A0A1C9J7U0_HUMAN,5795.68,5.24,-0.088,-1.37,1,0,0
tr|A0A2H4QWL2|A0A2H4QWL2_HUMAN,5927.89,10.28,-0.833,5.52,1,0,0
tr|A0A2H4QWQ3|A0A2H4QWQ3_HUMAN,5886.88,10.12,-0.763,5.52,1,0,0
tr|A0A2H4QWR8|A0A2H4QWR8_HUMAN,5943.93,10.01,-0.735,4.53,1,0,0
tr|A0A2R8Y6P7|A0A2R8Y6P7_HUMAN,5746.67,10.95,-0.873,10.52,4,1,0
tr|A0A346XLP9|A0A346XLP9_HUMAN,4176.7,9.0,-1.094,1.96,2,1,0
tr|A0A346XLS5|A0A346XLS5_HUMAN,4765.31,8.07,-1.002,0.62,2,1,0
tr|A0A494BZW0|A0A494BZW0_HUMAN,5123.99,9.52,0.179,1.28,0,0,0
tr|A0A7D4WXE7|A0A7D4WXE7_HUMAN,4680.53,6.88,1.133,-0.43,1,0,0
tr|A0A7G4RBQ1|A0A7G4RBQ1_HUMAN,5706.26,4.35,-0.053,-5.42,0,0,0
tr|A0A7G4RBR1|A0A7G4RBR1_HUMAN,5734.32,4.63,-0.073,-4.42,0,0,0
tr|A0A7I2V638|A0A7I2V638_HUMAN,5352.12,10.53,-0.808,5.25,1,0,0
tr|A2IBA8|A2IBA8_HUMAN,3617.84,4.33,-0.782,-5.37,0,0,0
tr|A6N930|A6N930_HUMAN,3778.23,10.0,-0.614,3.54,0,0,0
tr|A7LFK4|A7LFK4_HUMAN,5267.0,9.69,-0.169,1.28,0,0,0
tr|A9JQE1|A9JQE1_HUMAN,6014.7,8.07,-1.055,0.35,0,0,0
tr|B2C310|B2C310_HUMAN,3941.4,4.23,-0.294,-3.48,1,0,0
tr|B2ZAH3|B2ZAH3_HUMAN,4565.19,9.31,-0.841,1.68,1,0,0
tr|B5AKF5|B5AKF5_HUMAN,3870.37,4.54,-0.137,-2.48,3,1,0
tr|B5AKF6|B5AKF6_HUMAN,3898.43,5.38,-0.166,-1.48,3,1,0
tr|C9JHA4|C9JHA4_HUMAN,5197.11,9.51,0.006,3.26,2,1,0
tr|C9JI76|C9JI76_HUMAN,3781.38,6.1,-0.653,-0.72,0,0,0
tr|D2K7W4|D2K7W4_HUMAN,4847.34,4.84,-1.193,-3.68,0,0,0
tr|D2KBA0|D2KBA0_HUMAN,4672.42,6.75,0.262,-0.41,0,0,0
tr|D2Y6V9|D2Y6V9_HUMAN,3497.0,4.35,0.927,-2.46,2,1,0
tr|D2Y6W2|D2Y6W2_HUMAN,4800.46,7.1,-0.363,-0.3,0,0,0
tr|D2Y6X6|D2Y6X6_HUMAN,4721.16,4.05,0.16,-6.44,0,0,0
tr|D2Y6Y1|D2Y6Y1_HUMAN,4874.49,8.04,-0.104,0.54,2,1,0
tr|D3WYY9|D3WYY9_HUMAN,3803.28,9.7,-0.149,1.59,0,0,0
tr|D6RBG5|D6RBG5_HUMAN,5116.95,9.77,-0.378,3.27,0,0,0
tr|D6RIB3|D6RIB3_HUMAN,4945.47,4.56,-1.098,-3.73,0,0,0
tr|E9PI28|E9PI28_HUMAN,5839.55,4.54,-0.314,-5.7,1,0,0
tr|E9PJI7|E9PJI7_HUMAN,3765.3,5.26,-0.077,-2.74,4,1,0
tr|F5H5C7|F5H5C7_HUMAN,4694.47,9.87,-1.363,3.35,0,0,0
tr|F6L6G8|F6L6G8_HUMAN,4856.68,4.51,0.88,-2.46,2,1,0
tr|F8WBN3|F8WBN3_HUMAN,4579.15,11.41,-1.622,7.27,0,0,0
tr|F8WEB8|F8WEB8_HUMAN,5895.78,4.68,-0.022,-4.64,0,0,0
tr|F8WEY5|F8WEY5_HUMAN,4616.18,4.12,-0.188,-5.74,1,0,0
tr|F8WF43|F8WF43_HUMAN,4415.96,11.13,-1.895,7.38,0,0,0
tr|G3V317|G3V317_HUMAN,4427.13,9.52,-0.436,2.27,0,0,0
tr|H0YL94|H0YL94_HUMAN,5502.32,5.65,0.24,-1.71,1,0,0
tr|H3BT37|H3BT37_HUMAN,5750.04,11.05,0.106,7.28,1,0,0
tr|I3L3W1|I3L3W1_HUMAN,5266.04,6.02,-0.48,-1.68,1,0,0
tr|J3KT94|J3KT94_HUMAN,4057.95,9.51,1.397,1.6,1,0,0
tr|J3QRB3|J3QRB3_HUMAN,5639.69,9.3,0.269,2.24,1,0,0
tr|M0QZL0|M0QZL0_HUMAN,3397.12,9.1,0.457,1.25,1,0,0
tr|M0R176|M0R176_HUMAN,4021.64,11.0,-0.981,5.38,0,0,0
tr|Q0P6N5|Q0P6N5_HUMAN,3735.27,5.26,-0.066,-2.74,4,1,0
tr|Q3KRI4|Q3KRI4_HUMAN,5833.73,4.65,0.109,-3.41,0,0,0
tr|Q4ZFV7|Q4ZFV7_HUMAN,4326.78,9.99,-0.9,3.55,0,0,0
tr|Q68D87|Q68D87_HUMAN,3678.22,5.26,-0.056,-2.74,4,1,0
tr|Q6B823|Q6B823_HUMAN,4915.74,10.92,-0.163,5.55,0,0,0
tr|Q6P2S0|Q6P2S0_HUMAN,5768.52,6.02,-0.594,-1.68,1,0,0
tr|Q71V48|Q71V48_HUMAN,4191.93,9.19,0.292,1.29,1,0,0
tr|Q7Z663|Q7Z663_HUMAN,3962.58,6.68,-0.286,-0.74,4,1,0
tr|Q86U50|Q86U50_HUMAN,6188.05,9.48,-1.2,3.53,0,0,0
tr|Q8NFA4|Q8NFA4_HUMAN,4457.36,10.02,-0.549,5.55,1,0,0
tr|R9UV10|R9UV10_HUMAN,4680.29,9.5,-0.557,4.45,4,1,0
tr|S4R378|S4R378_HUMAN,5230.68,5.78,-0.678,-2.63,1,0,0
tr|V9GYW6|V9GYW6_HUMAN,5116.0,6.96,-0.36,-0.57,1,0,0
tr|V9GZN0|V9GZN0_HUMAN,5012.72,11.89,-0.745,9.31,0,0,0
tr|V9H1E0|V9H1E0_HUMAN,5064.93,8.07,0.548,0.51,2,1,0
tr|A0A0M4C4P8|A0A0M4C4P8_HUMAN,3970.2,4.17,-0.378,-4.41,0,0,0
tr|A0A1C9J7V0|A0A1C9J7V0_HUMAN,5866.75,7.23,-0.247,-0.18,1,0,0
tr|A0A1S6YJG6|A0A1S6YJG6_HUMAN,4847.68,8.82,0.12,1.5,2,1,0
tr|A0A2H4QWJ3|A0A2H4QWJ3_HUMAN,5913.86,10.28,-0.833,5.52,1,0,0
tr|A0A2H4QWR6|A0A2H4QWR6_HUMAN,5895.84,10.01,-0.749,4.56,1,0,0
tr|A0A2H4QWR7|A0A2H4QWR7_HUMAN,5945.86,9.85,-0.818,3.53,1,0,0
tr|A0A2H4QWU9|A0A2H4QWU9_HUMAN,5872.85,10.12,-0.763,5.52,1,0,0
tr|A0A2R8YD15|A0A2R8YD15_HUMAN,4283.91,11.44,-1.244,5.34,2,1,0
tr|A0A2R8YEF5|A0A2R8YEF5_HUMAN,3511.95,12.0,-0.83,3.63,0,0,0
tr|A0A3B3IRY5|A0A3B3IRY5_HUMAN,4434.02,5.97,-0.39,-1.68,1,0,0
tr|A0A494C1G6|A0A494C1G6_HUMAN,5354.17,6.55,-0.683,-0.68,0,0,0
tr|A0A4V1DYV2|A0A4V1DYV2_HUMAN,4262.97,8.86,0.242,1.54,2,1,0
tr|A0A8I5KPN0|A0A8I5KPN0_HUMAN,5328.31,4.37,0.93,-1.75,1,0,0
tr|A0A8Q3WMG9|A0A8Q3WMG9_HUMAN,5751.46,4.56,-0.538,-5.7,1,0,0
tr|B1PZ15|B1PZ15_HUMAN,4328.8,5.52,-0.689,-2.37,0,0,0
tr|B2ZAH2|B2ZAH2_HUMAN,4334.91,6.42,-0.236,-0.81,2,1,0
tr|B5A225|B5A225_HUMAN,4235.85,7.05,-0.511,-0.42,5,1,0
tr|B5A227|B5A227_HUMAN,5445.91,4.38,-1.253,-7.44,0,0,0
tr|B7ZBP9|B7ZBP9_HUMAN,4563.16,7.94,-0.466,0.29,1,0,0
tr|B7ZM54|B7ZM54_HUMAN,4459.36,8.0,1.771,0.26,1,0,0
tr|C1K0H8|C1K0H8_HUMAN,4670.19,5.78,-0.415,-2.36,1,0,0
tr|D2Y6Y0|D2Y6Y0_HUMAN,4675.44,4.56,0.483,-2.42,0,0,0
tr|D3VVC1|D3VVC1_HUMAN,3682.08,4.77,-0.412,-4.69,2,1,0
tr|D3WYY6|D3WYY6_HUMAN,3891.6,4.37,0.668,-1.44,0,0,0
tr|D3WYY7|D3WYY7_HUMAN,3861.54,4.14,0.934,-2.39,0,0,0
tr|D3WYZ4|D3WYZ4_HUMAN,4389.0,4.37,0.654,-1.48,0,0,0
tr|D5KL89|D5KL89_HUMAN,4022.55,6.7,-0.222,-0.52,3,1,0
tr|D6RF07|D6RF07_HUMAN,5492.0,4.72,-1.02,-4.7,1,0,0
tr|E7ERA2|E7ERA2_HUMAN,5125.86,12.0,-1.277,12.42,0,0,0
tr|E9PSB8|E9PSB8_HUMAN,5359.45,10.45,-0.357,6.27,0,0,0
tr|F5GX96|F5GX96_HUMAN,4074.57,4.73,-0.358,-4.65,0,0,0
tr|F8VXL2|F8VXL2_HUMAN,5426.17,5.21,-0.77,-2.74,2,1,0
tr|G3V2F3|G3V2F3_HUMAN,5143.82,4.92,-0.561,-2.77,2,1,0
tr|H3BRT0|H3BRT0_HUMAN,5458.37,5.56,-0.1,-1.68,0,0,0
tr|H7BZZ7|H7BZZ7_HUMAN,5172.73,4.19,-0.221,-5.42,0,0,0
tr|H8ZQ06|H8ZQ06_HUMAN,4677.48,4.05,0.902,-2.78,1,0,0
